content_source,id,likes,reach,saved,views,shares,follows,comments,replies,profile_visits,total_interactions
story,18071374076442498,,13428,,15172,0,0,,1,6,1
story,18071398442077327,,50565,,55000,0,0,,1,7,1
story,18071576651094088,,6577,,7945,2,0,,0,4,2
story,18071643914613204,,11510,,13464,1,0,,2,4,3
story,18071654063605301,,3412,,4101,0,0,,0,6,0
story,18071738614808089,,3854,,4214,0,0,,0,20,0
story,18071758073539596,,9153,,11676,5,0,,0,5,5
story,18071836484031252,,,,,,,,,,
story,18072141851618671,,21871,,24505,3,,,2,28,
story,18072239735002675,,366,,480,0,0,,0,1,0
story,18072261164479606,,10000,,11125,0,0,,0,4,0
story,18072268283080151,,1659,,1780,0,0,,0,1,0
story,18072270854038037,,2531,,3188,0,0,,1,20,1
story,18072293600165165,,17828,,20588,1,0,,2,19,3
story,18072301643477892,,4958,,5197,0,0,,2,6,2
story,18072371906236934,,,,,,,,,,
story,18072417358892596,,1108,,,0,0,,0,2,7
story,18072465089482020,,5413,,6141,0,0,,1,8,1
story,18072507878196891,,5490,,6428,0,0,,0,7,0
story,18072509435219198,,9290,,11611,1,0,,0,9,1
story,18072578282356617,,10586,,12975,0,0,,0,13,0
story,18072601088184426,,9314,,12392,5,0,,2,6,7
story,18072623123073809,,2381,,2632,0,0,,1,2,1
story,18072731570454214,,15878,,21147,7,0,,2,13,9
story,18072796883090493,,3745,,6285,16,0,,1,104,17
story,18072847597953855,,4283,,5321,0,0,,0,1,0
story,18072907864958404,,2480,,2793,0,0,,0,0,0
story,18072977183172462,,10427,,13062,1,0,,1,9,2
story,18073102471913242,,644,,,0,0,,1,1,15
story,18073193554741450,,1785,,,0,0,,0,3,14
story,18073388476886278,,,,,,,,,,
story,18073467682994131,,2518,,2794,0,0,,0,0,0
story,18073517075543643,,13855,,16546,2,0,,0,8,2
story,18073609076571894,,13591,,17855,4,0,,0,6,4
story,18073677014036567,,22430,,27336,15,1,,2,17,17
story,18073688630136372,,1023,,2351,0,0,,0,1,0
story,18073696288697803,,1088,,,0,0,,2,0,6
story,18073743728067345,,2276,,2449,0,0,,0,0,0
story,18073865443750509,,11515,,,0,0,,0,6,7
story,18073935098609939,,35,,42,0,0,,0,0,0
story,18073981376545826,,13919,,17419,1,0,,0,4,1
story,18073988942595183,,4180,,5960,1,0,,0,7,1
story,18074042261389377,,4841,,5875,27,0,,0,9,27
story,18074065274350879,,15083,,17648,0,0,,1,10,1
story,18074145404095642,,5132,,6569,1,0,,4,8,5
story,18074147192025056,,4983,,6310,0,0,,0,2,0
story,18074157182388536,,18882,,0,3,0,,2,12,5
story,18074175779196647,,3989,,5433,0,0,,5,36,5
story,18074353613636972,,875,,1099,2,0,,0,4,11
story,18074449772025416,,1787,,2309,0,0,,0,2,0
story,18074452793509194,,2226,,2384,0,0,,0,0,0
story,18074506754032814,,16180,,19411,2,0,,0,17,2
story,18074617118037048,,947,,1179,0,0,,0,0,0
story,18074626745566109,,11171,,13720,4,0,,0,2,4
story,18074701529569568,,2942,,3635,0,0,,0,0,0
story,18074736527548735,,12444,,15124,1,1,,1,14,2
story,18074742268963383,,2032,,2188,2,0,,1,3,3
story,18074757247751698,,929,,,0,0,,0,2,1
story,18074839417834380,,3340,,,0,0,,0,3,6
story,18074861555165838,,6428,,7440,3,0,,0,8,3
story,18074872214394417,,15970,,20820,8,1,,0,16,8
story,18074899910143496,,9107,,10171,2,0,,0,3,2
story,18074915581788611,,1917,,2195,0,0,,0,3,0
story,18074928800575018,,10264,,12119,4,0,,0,7,4
story,18074940761103685,,2113,,2517,15,0,,1,2,16
story,18075002843438694,,8434,,9480,1,0,,0,15,1
story,18075010292145953,,1910,,2563,0,0,,0,1,0
story,18075034916451759,,10038,,0,2,0,,0,5,2
story,18075084184753643,,1307,,,0,0,,0,1,14
story,18075103058255002,,1541,,1970,0,0,,0,3,0
story,18075117872463955,,3714,,4632,1,0,,0,4,1
story,18075215441206432,,18603,,21346,2,0,,0,15,2
story,18075397030910373,,1512,,,0,0,,0,0,13
story,18075410564019990,,16227,,19994,0,0,,1,15,1
story,18075441695169073,,594,,683,0,0,,0,0,0
story,18075470417212709,,1865,,2756,1,0,,0,3,1
story,18075497594350337,,15574,,18661,10,0,,1,4,11
story,18075525422358139,,3808,,5151,5,0,,0,3,5
story,18075568865351493,,9840,,12234,3,1,,0,15,3
story,18075612644250054,,21479,,25825,4,0,,1,15,5
story,18075635216067802,,594,,810,0,0,,1,1,1
story,18075687367689623,,2249,,,0,0,,0,1,10
story,18075862280274784,,1811,,2232,0,0,,1,0,1
story,18075942776206944,,12088,,15969,2,0,,2,8,4
story,18075959156514237,,792,,1042,0,0,,2,0,2
story,18075992405266378,,28275,,37804,7,1,,0,17,7
story,18075996926245488,,13747,,16120,2,1,,1,35,3
story,18076154123534047,,11508,,13929,8,0,,0,8,8
story,18076157456595534,,1928,,2313,0,0,,0,9,0
story,18076168871109109,,728,,1130,0,0,,1,1,1
story,18076279859609375,,8820,,10445,0,0,,0,11,0
story,18076309415106503,,14843,,18077,4,1,,0,13,4
story,18076410197000707,,6110,,7429,0,0,,0,13,0
story,18076413913889677,,2977,,,0,1,,2,4,26
story,18076455757762341,,9080,,,0,0,,6,18,16
story,18076544371674177,,5872,,,0,0,,2,13,15
story,18076570085241861,,9190,,11776,2,0,,0,10,2
story,18076570832131483,,1852,,2310,0,0,,0,0,0
story,18076706066613600,,12573,,15211,5,0,,0,8,5
story,18076802002707131,,7931,,,1,0,,0,4,11
story,18076887047471734,,1779,,2450,0,0,,0,2,0
story,18077004320214444,,1612,,2102,0,0,,0,1,0
story,18077038010238598,,16798,,19547,7,1,,1,9,8
story,18077218078854071,,1643,,,0,0,,0,0,11
story,18077249975360526,,7124,,8178,0,0,,0,10,0
story,18077264045473055,,970,,1290,2,0,,1,1,3
story,18077265395201260,,7244,,8662,3,0,,0,4,3
story,18077306368651701,,2335,,,0,0,,0,2,16
story,18077347574465642,,17515,,21362,3,0,,4,6,7
story,18077420357089446,,2470,,3370,4,0,,2,3,6
story,18077421421752587,,1902,,,0,0,,0,6,10
story,18077479316566892,,650,,820,2,0,,0,2,2
story,18077500750690398,,7909,,,0,0,,0,4,15
story,18077630711423133,,2003,,2768,2,0,,0,3,36
story,18077632678795611,,4694,,6216,0,0,,1,9,1
story,18077701519813507,,3770,,4706,0,0,,1,9,1
story,18077753314772589,,3150,,4025,0,0,,0,11,0
story,18077895769949394,,4434,,5155,0,0,,0,7,0
story,18077969932738160,,1066,,,0,0,,0,4,6
story,18077980967467282,,7158,,10871,84,0,,9,12,93
story,18078045569611777,,10993,,13348,2,0,,0,11,2
story,18078087653107035,,6678,,7969,3,0,,0,0,3
story,18078158729318840,,672,,981,0,0,,0,1,0
story,18078175019044006,,1924,,2372,0,0,,0,1,0
story,18078175705867806,,2915,,,0,0,,0,0,18
story,18078183812424684,,6871,,8523,0,0,,0,11,0
story,18078206821879952,,2098,,2256,0,0,,0,5,0
story,18078227951511488,,2501,,3663,2,0,,0,1,2
story,18078273245527816,,10451,,0,0,0,,0,23,0
story,18078440975097234,,7496,,8789,0,0,,0,0,0
story,18078441809183300,,9106,,11174,4,0,,0,3,4
story,18078548549332141,,12105,,13818,1,0,,0,14,1
story,18078663997957900,,19334,,22458,10,0,,0,18,10
story,18078731504610183,,12690,,15198,5,1,,0,5,5
story,18078766270692924,,6276,,,0,0,,1,4,14
story,18078824168232049,,8022,,9237,1,0,,0,3,1
story,18078833557857643,,1707,,,0,0,,0,1,9
story,18078888145840456,,5750,,,1,0,,1,3,18
story,18078912547954469,,4408,,5594,0,0,,0,6,0
story,18078977771178879,,9883,,11913,6,0,,0,0,6
story,18078986890975584,,1583,,1863,0,0,,0,2,0
story,18079060988612325,,14169,,17908,2,0,,0,9,2
story,18079126564962852,,8887,,11195,4,0,,0,10,4
story,18079144727182503,,21006,,25516,2,1,,3,11,5
story,18079146173525903,,5819,,6778,0,0,,1,1,1
story,18079282754589179,,7835,,9163,0,0,,0,8,0
story,18079302317460400,,14953,,18257,3,1,,0,9,3
story,18079342585873923,,3108,,,0,0,,2,3,13
story,18079342708594928,,3314,,,1,0,,0,16,16
story,18079460842659906,,1664,,,0,0,,1,2,11
story,18079592051576008,,12815,,15022,3,0,,1,7,4
story,18079791211942819,,5452,,6302,0,0,,0,15,0
story,18079877389818318,,1791,,2438,0,0,,0,0,0
story,18079885666898211,,17797,,20528,7,2,,1,17,8
story,18079906784367475,,12404,,14224,0,1,,0,14,0
story,18079998304905198,,5236,,6852,1,0,,1,13,2
story,18080087887630581,,2800,,,3,0,,1,1,24
story,18080106728010101,,14762,,16496,5,0,,1,4,6
story,18080139973964273,,2350,,3577,0,0,,0,1,0
story,18080194397049292,,1164,,1386,0,0,,0,0,0
story,18080233091085035,,1422,,1765,0,0,,0,2,0
story,18080236178215640,,20616,,25880,5,0,,3,12,8
story,18080363027032743,,2889,,3477,0,0,,0,2,0
story,18080439043997086,,,,,,,,,,
story,18080552939597406,,7486,,9879,9,0,,1,6,10
story,18080604817997855,,1801,,2203,0,0,,0,5,0
story,18080644859087520,,1758,,1998,0,0,,0,2,32
story,18080691182155131,,10669,,12984,1,1,,2,7,3
story,18080692391197045,,9819,,11754,0,0,,0,8,0
story,18080802842003527,,1315,,1579,0,0,,0,2,0
story,18080839889376751,,,,,,,,,,
story,18080862811965863,,230,,326,0,0,,0,0,0
story,18080865286707629,,3150,,,0,1,,0,7,5
story,18080881411998525,,1684,,2036,0,0,,0,0,0
story,18081111407504763,,3636,,4285,0,0,,0,6,0
story,18081119057051659,,967,,1132,0,0,,1,0,1
story,18081141889815358,,1319,,,0,0,,1,1,21
story,18081146795499182,,1770,,2253,0,0,,2,3,2
story,18081203798484233,,835,,1016,2,0,,0,3,2
story,18081232838144988,,1363,,1927,0,0,,0,4,0
story,18081311026962493,,890,,1200,1,0,,0,1,1
story,18081385106163503,,15533,,20072,4,0,,1,2,5
story,18081397069899315,,3230,,4021,0,0,,0,15,0
story,18081430822956167,,10516,,15108,2,0,,0,1,2
story,18081636673722485,,2291,,,0,0,,0,0,10
story,18081654184836114,,18559,,22823,2,1,,5,194,7
story,18081654493793284,,,,,,,,,,
story,18081743762521714,,5943,,6981,1,0,,0,5,1
story,18081762451879116,,1959,,2112,0,0,,0,5,0
story,18081783457599321,,,,,,,,,,
story,18081797809926578,,6406,,8107,3,0,,0,2,3
story,18081818477524044,,39389,,46501,20,2,,2,131,360
story,18081848821672005,,1980,,,5,0,,1,3,30
story,18081920548822986,,1550,,1999,0,0,,0,0,0
story,18081966982709203,,2411,,,0,0,,0,3,12
story,18082135082347210,,10083,,12590,1,0,,0,3,1
story,18082192409215538,,12070,,15071,1,0,,1,15,2
story,18082327757108526,,3776,,5058,3,0,,0,4,3
story,18082362398033714,,9010,,10541,8,0,,0,6,8
story,18082593332506316,,4891,,6522,0,0,,1,1,1
story,18082605298906767,,16079,,20611,0,0,,0,18,0
story,18082622255148660,,5503,,6848,0,0,,0,27,0
story,18082663544311081,,1303,,1894,4,0,,0,4,4
story,18082687717707764,,2719,,,0,0,,0,1,22
story,18082745219371984,,8164,,10138,1,1,,0,35,1
story,18082793321275631,,17140,,24823,3,0,,3,13,6
story,18082806751661199,,901,,,0,0,,0,1,5
story,18082820968756796,,1586,,1909,3,0,,0,5,3
story,18082973197669931,,1737,,,0,0,,2,5,18
story,18083018729521176,,1982,,2501,0,0,,0,1,0
story,18083035517358490,,1265,,1533,0,0,,0,2,0
story,18083067877880120,,9560,,11302,2,0,,0,4,2
story,18083210989635965,,1061,,,0,0,,0,0,2
story,18083336395904762,,2993,,3632,0,0,,0,2,0
story,18083381222204241,,16601,,20942,3,0,,1,14,4
story,18083397815264701,,6584,,7864,3,0,,0,5,3
story,18083419709221368,,18232,,20762,5,0,,1,4,6
story,18083456528371921,,8000,,9324,0,0,,0,7,0
story,18083553854259400,,5565,,6341,2,0,,0,2,2
story,18083666114481728,,740,,893,0,0,,0,1,0
story,18083756014928958,,1744,,2116,1,0,,0,1,1
story,18083780345508555,,1796,,2093,0,0,,0,5,0
story,18083805628997488,,1256,,1606,0,0,,1,1,1
story,18083952239496674,,3001,,3999,4,0,,1,3,5
story,18083997551025246,,2563,,2921,0,0,,0,5,0
story,18084058384888880,,3539,,5587,4,0,,2,17,6
story,18084060134116365,,50350,,56267,0,1,,0,52,0
story,18084190820232283,,10998,,12731,0,0,,1,16,1
story,18084229897651742,,1995,,,0,0,,0,1,16
story,18084347969189319,,7714,,10623,13,0,,0,1,13
story,18084355838141010,,10948,,14575,4,0,,0,5,4
story,18084392504516601,,12775,,15125,0,0,,0,23,0
story,18084481922521295,,1050,,1189,0,0,,1,2,1
story,18084511955202663,,11264,,13114,2,0,,2,4,4
story,18084551642144486,,8028,,9261,0,0,,0,4,0
story,18084558133677930,,2312,,2922,0,0,,0,14,0
story,18084575102023458,,6031,,7119,1,0,,0,21,1
story,18084593149846613,,3572,,4183,0,0,,0,1,0
story,18084717916851435,,15356,,19295,4,0,,2,9,6
story,18084751579809548,,2071,,2280,0,0,,0,0,0
story,18084863089772863,,1357,,1500,4,0,,2,0,6
story,18084878960209773,,15241,,19552,6,0,,1,10,7
story,18084893560952841,,1218,,1564,1,0,,0,4,1
story,18084926039211594,,9262,,10767,3,0,,0,10,3
story,18084985414718844,,2623,,3257,0,0,,0,1,0
story,18085002563204049,,12946,,0,1,0,,0,7,1
story,18085050173205544,,1337,,1673,0,0,,0,1,0
story,18085162420976442,,3783,,4895,4,0,,0,13,4
story,18085194055854238,,18362,,20770,1,0,,0,24,1
story,18085194085668188,,4999,,5183,0,0,,1,13,1
story,18085220861083090,,17775,,20943,0,0,,1,6,1
story,18085242437019205,,8636,,9821,2,1,,0,4,2
story,18085278878034635,,15639,,18678,1,0,,0,14,1
story,18085323257236767,,733,,901,0,0,,5,8,5
story,18085409081154075,,11270,,13532,5,0,,0,18,5
story,18085595086863579,,19719,,23482,0,0,,1,24,1
story,18085763273188946,,10427,,12989,8,0,,0,3,8
story,18085792852844787,,16673,,21602,5,1,,1,14,6
story,18085834670250038,,2204,,2821,2,0,,1,7,3
story,18085854713585712,,8422,,9916,0,0,,0,29,0
story,18085931794833360,,4827,,7212,0,0,,0,8,0
story,18085932923004579,,5893,,6867,0,0,,0,2,0
story,18085953803123140,,11944,,15611,51,0,,6,18,57
story,18086031755048221,,13586,,16301,0,0,,0,6,0
story,18086048612129375,,7959,,10162,18,0,,0,8,18
story,18086154106945293,,2135,,2646,0,0,,0,13,0
story,18086199503068004,,10551,,11796,1,0,,0,5,1
story,18086244977137947,,7757,,9433,9,0,,0,5,9
story,18086266877003135,,10327,,12493,1,0,,3,19,4
story,18086293915886314,,1254,,1764,0,0,,0,1,0
story,18086337076826423,,3407,,4471,3,0,,1,8,4
story,18086342099164889,,2507,,2875,0,0,,1,8,1
story,18086408381028066,,16186,,19983,3,0,,1,15,4
story,18086434478112515,,7774,,10592,2,0,,1,14,3
story,18086478167007297,,4367,,5457,1,0,,0,2,1
story,18086632004329327,,2892,,3410,0,0,,0,10,0
story,18086827372686062,,1652,,1866,0,0,,0,1,0
story,18086863037232388,,7668,,9065,2,0,,1,7,3
story,18086870611580318,,2301,,,0,0,,0,2,8
story,18086900770991716,,9342,,11035,3,0,,1,6,4
story,18087128003136079,,811,,1907,0,0,,0,1,0
story,18087130084847171,,4262,,5004,0,0,,0,3,0
story,18087153547905720,,1164,,1352,0,0,,0,3,0
story,18087171340816921,,3661,,4554,0,0,,0,8,0
story,18087182260998581,,3058,,3827,0,0,,0,5,0
story,18087183046590494,,2728,,,0,0,,0,1,7
story,18087318673667417,,2558,,2787,0,0,,0,7,0
story,18087411055990073,,5378,,6900,1,0,,0,11,1
story,18087447382823874,,19482,,24866,5,0,,0,12,5
story,18087628025152067,,1185,,2584,2,0,,0,8,2
story,18087632167804723,,3567,,4622,3,0,,0,6,3
story,18087647431761958,,1053,,1157,0,0,,0,13,0
story,18087672364990410,,19347,,27266,13,1,,9,37,22
story,18087691984850054,,13079,,16007,1,0,,0,7,1
story,18087768697905739,,5809,,7095,1,0,,0,3,1
story,18087808999958650,,13319,,18228,12,0,,4,6,16
story,18087824525004513,,2917,,4428,1,0,,0,2,1
story,18087847967494461,,1140,,1374,0,0,,0,0,0
story,18087880606666189,,2398,,2709,0,0,,0,7,0
story,18087896008811354,,8293,,9842,1,0,,1,0,2
story,18087898090802862,,15671,,19087,3,0,,2,4,5
story,18087928840741219,,6378,,7078,0,0,,1,11,1
story,18087946838003034,,10433,,12640,2,0,,0,9,2
story,18087974824866361,,14622,,18893,0,0,,1,18,1
story,18088105124013146,,16707,,21926,2,0,,0,8,2
story,18088115167950915,,8034,,9602,12,0,,2,5,14
story,18088141415466904,,3235,,3856,0,0,,0,9,84
story,18088160674953406,,15299,,18161,9,0,,0,9,9
story,18088267805141619,,3303,,4059,2,0,,0,4,2
story,18088269913939707,,10657,,13460,10,0,,0,1,10
story,18088282637476438,,10112,,11628,0,0,,0,6,0
story,18088392886805473,,3975,,4770,2,0,,0,2,2
story,18088516198961950,,3633,,4254,0,0,,1,9,1
story,18088523654004959,,14134,,18628,2,0,,0,12,2
story,18088550981129019,,6791,,8366,0,0,,0,12,0
story,18088563988633042,,1093,,1194,0,0,,0,0,0
story,18088568623716727,,2963,,,0,0,,0,10,4
story,18088593025763680,,1985,,2408,0,0,,1,3,1
story,18088651745478315,,16769,,18654,0,1,,0,37,0
story,18088659365165447,,10487,,12069,0,0,,0,18,0
story,18088791295968360,,15789,,18730,6,0,,0,6,6
story,18088809406830746,,1702,,2121,0,0,,0,3,0
story,18088831108874969,,1933,,2297,0,0,,0,5,0
story,18088853297320669,,6012,,7350,2,0,,0,12,2
story,18088874272887220,,449,,1564,0,0,,0,0,0
story,18088893655840351,,15818,,18014,2,0,,0,13,2
story,18088894667025169,,14998,,19027,1,0,,0,9,1
story,18088934273147528,,11077,,13148,3,0,,0,7,3
story,18089039071943494,,4315,,5458,0,0,,0,23,0
story,18089041192923509,,14847,,18323,5,0,,1,23,6
story,18089061946831556,,2652,,3097,0,0,,0,6,0
story,18089099129298707,,14788,,16793,3,0,,1,23,4
story,18089181658971625,,1394,,1597,0,0,,0,0,0
story,18089197820082381,,702,,830,0,0,,0,0,0
story,18089284393993143,,33864,,38346,0,0,,0,48,0
story,18089308558935977,,803,,975,0,0,,0,3,0
story,18089336705230968,,850,,1124,1,0,,0,1,16
story,18089631091640446,,1857,,2031,0,0,,0,1,0
story,18089784688942736,,10874,,12552,5,0,,1,13,6
story,18089852924125594,,7744,,8832,0,0,,0,6,0
story,18089871781657170,,1875,,2091,0,0,,0,5,0
story,18089872288690137,,3340,,4214,0,0,,0,9,0
story,18089945105144005,,8676,,0,2,0,,1,3,3
story,18089992673287578,,1470,,1926,1,0,,0,4,1
story,18090022474887999,,1815,,2294,0,0,,0,0,0
story,18090043100008039,,6158,,7536,8,0,,0,1,8
story,18090050396299420,,16890,,21101,65,0,,6,30,71
story,18090144679572816,,906,,1007,0,0,,0,2,0
story,18090266122720525,,7821,,,1,0,,1,1,19
story,18090310429597290,,3691,,3953,0,0,,0,2,0
story,18090360184660009,,3840,,4121,0,0,,0,11,0
story,18090364847517883,,7459,,8664,0,0,,0,4,0
story,18090393595987767,,15551,,17369,2,0,,3,5,5
story,18090521929868467,,2612,,3651,0,0,,0,2,0
story,18090569509761266,,14962,,16995,1,0,,2,19,3
story,18090673514133834,,9499,,11951,3,0,,1,16,4
story,18090809401892790,,982,,1172,0,0,,0,2,0
story,18090828680112953,,809,,1027,0,0,,0,1,0
story,18090935683825953,,2535,,3723,4,0,,1,2,5
story,18091009445491432,,16660,,19386,0,0,,1,6,1
story,18091028764749016,,20543,,23478,0,0,,1,40,1
story,18091114618738018,,3293,,3570,0,0,,0,16,0
story,18091197581144487,,3954,,4984,2,0,,0,2,2
story,18091222907510829,,12314,,14808,2,0,,0,10,2
story,18091270868279478,,6730,,7951,4,0,,0,4,4
story,18091447439045733,,8443,,9763,4,0,,0,7,4
story,18091457812699208,,5687,,7867,0,0,,3,5,3
story,18091581545490571,,14188,,16528,0,0,,0,19,0
story,18091620914094907,,1091,,1885,1,0,,0,1,1
story,18091653245314474,,17093,,25003,3,0,,0,7,3
story,18091658897506594,,16630,,18365,3,0,,1,11,4
story,18091661006169229,,10038,,12402,4,0,,0,5,4
story,18091685647997091,,6110,,7174,0,0,,0,5,0
story,18091735102772323,,1751,,2170,0,0,,1,6,1
story,18091773305003855,,15120,,17837,0,0,,1,18,1
story,18091775228091219,,7459,,8675,2,0,,0,8,2
story,18091903285905524,,12457,,14751,2,0,,0,7,2
story,18091947227496075,,7470,,10153,4,0,,0,10,4
story,18091982957275060,,1168,,1295,1,0,,0,1,32
story,18092019529818687,,11374,,13334,0,0,,1,35,1
story,18092119379090593,,20063,,25345,55,1,,2,45,57
story,18092279336024050,,16013,,19199,11,1,,1,23,12
story,18092286715993427,,2971,,3476,0,0,,0,8,0
story,18092325047282742,,5901,,6925,0,0,,0,9,0
story,18092344061117375,,13787,,18202,12,0,,0,14,12
story,18092500966920788,,13058,,16472,11,0,,2,5,13
story,18092501470824555,,8938,,10692,0,0,,0,4,0
story,18092502062479180,,44592,,51135,6,1,,4,68,10
story,18092557720656217,,1758,,1890,0,0,,0,2,0
story,18092564927072923,,3067,,3833,0,0,,0,1,0
story,18092582689763247,,8513,,10165,0,0,,0,2,0
story,18092592812126504,,1196,,1309,0,0,,0,4,32
story,18092675138151649,,2542,,3111,0,0,,0,1,0
story,18092692468903290,,17163,,22361,0,0,,1,10,1
story,18092847694817808,,7218,,9612,5,0,,0,2,5
story,18092848825751429,,649,,830,0,0,,2,2,2
story,18092857679504198,,7266,,9027,2,0,,1,4,3
story,18092864686834233,,11617,,13876,1,0,,0,14,1
story,18092897096044647,,844,,1011,0,0,,0,3,0
story,18092943895893953,,11182,,15028,2,0,,0,5,2
story,18092964092473299,,10008,,11243,0,0,,0,2,0
story,18093076289003423,,9049,,10870,0,0,,1,11,1
story,18093091642724595,,8468,,11265,2,0,,0,15,2
story,18093094930814896,,3246,,4241,0,0,,0,1,0
story,18093220186557398,,953,,,0,0,,0,7,9
story,18093588613895365,,1133,,1316,2,0,,0,4,25
story,18093588923478030,,4514,,5807,0,0,,0,7,1
story,18093591629502291,,14387,,17312,3,0,,0,4,3
story,18093605593552261,,2360,,,0,0,,0,4,10
story,18093606350301478,,17652,,21015,1,0,,0,21,1
story,18093618581479604,,11533,,13411,7,0,,2,9,9
story,18093619633937679,,4127,,5816,1,0,,0,7,1
story,18093711445563109,,1933,,,1,0,,0,0,14
story,18093770950827669,,4478,,5379,0,0,,1,6,1
story,18093781895013917,,12529,,14847,1,0,,0,7,1
story,18093846085872767,,7332,,8648,2,0,,4,3,6
story,18093917092891034,,39864,,48963,4,0,,2,51,317
story,18093940915750738,,4381,,5121,4,0,,1,4,5
story,18093986422993580,,12857,,15960,0,0,,1,19,1
story,18094061761919502,,10601,,12577,9,0,,0,3,9
story,18094111840991097,,11028,,13865,20,0,,4,5,24
story,18094144886084087,,9068,,10872,2,0,,0,5,2
story,18094164601802290,,3407,,4353,0,0,,0,1,0
story,18094217068706762,,4105,,5725,2,0,,0,1,2
story,18094277738012035,,8537,,9949,4,0,,1,1,5
story,18094286315038179,,4382,,5472,3,0,,1,1,4
story,18094367648495736,,20655,,25115,1,0,,0,20,1
story,18094369018844568,,13493,,19223,7,0,,1,3,8
story,18094373164995213,,12765,,15789,5,0,,0,6,5
story,18094456645929773,,4694,,6069,1,0,,0,3,1
story,18094461349967342,,15621,,17562,9,0,,0,5,9
story,18094471099785552,,10848,,12750,1,0,,0,9,1
story,18094571527663616,,1380,,1783,0,0,,0,1,0
story,18094583449717700,,3572,,3786,0,0,,0,19,0
story,18094583597065386,,8613,,10653,2,0,,0,6,2
story,18094617608039336,,12867,,16123,0,0,,1,19,1
story,18094697315043243,,10806,,13128,5,0,,0,19,5
story,18094703870472872,,5672,,6466,0,0,,0,3,0
story,18094773227063489,,13126,,18420,7,1,,0,6,7
story,18094785442903145,,4806,,5670,0,0,,0,3,0
story,18094798439287187,,13879,,17325,1,0,,0,6,1
story,18094799050913782,,17027,,20458,12,0,,2,15,14
story,18094812136949407,,6576,,8163,0,0,,0,8,0
story,18094851889871859,,8275,,10393,5,0,,8,6,13
story,18094906967092501,,12997,,16788,4,0,,1,30,5
story,18095044955492212,,15734,,19075,11,0,,1,39,12
story,18095160379798331,,7440,,8465,1,0,,0,11,1
story,18095200063967602,,8227,,9711,0,0,,1,4,1
story,18095241118791884,,6166,,7472,3,0,,0,16,3
story,18095252398565591,,1730,,,0,0,,1,3,6
story,18095256299487453,,11584,,13935,11,0,,0,4,11
story,18095274109825714,,12039,,13991,1,0,,0,5,1
story,18095294792061790,,6953,,8060,3,0,,0,1,3
story,18095452550483743,,3045,,3901,0,0,,0,2,0
story,18095490593081051,,2859,,4080,2,0,,0,2,2
story,18095525362559712,,4694,,,0,0,,0,2,6
story,18095594942056415,,2096,,2913,0,0,,0,11,0
story,18095603836802819,,10593,,11993,6,0,,1,22,7
story,18095764186996269,,17562,,0,25,2,,1,77,26
story,18095776919054642,,8547,,9547,2,0,,1,3,3
story,18095866105629142,,15816,,23848,3,0,,1,9,4
story,18095876801086042,,1330,,1575,0,0,,0,3,0
story,18096079105932339,,24780,,27657,3,1,,2,43,5
story,18096142835045397,,12289,,14744,0,0,,0,35,0
story,18096150640973684,,8255,,10070,2,0,,0,19,2
story,18096188866881940,,9760,,11638,0,0,,0,5,0
story,18096265846991101,,10669,,13810,3,0,,0,3,3
story,18096348685623238,,2118,,2308,0,0,,0,6,0
story,18096373487305136,,12782,,14705,0,0,,0,21,0
story,18096606436859660,,11185,,12639,2,0,,3,6,5
story,18096621631862973,,17382,,19041,1,1,,1,27,2
story,18096647620923590,,10399,,13002,0,0,,0,22,0
story,18096652900957776,,8078,,9748,0,0,,0,8,0
story,18096669955903816,,15829,,19886,30,0,,0,43,30
story,18096709930976132,,10748,,12867,1,0,,0,10,1
story,18096715121286434,,1857,,2163,0,0,,0,3,39
story,18096720646990392,,8071,,9140,0,0,,0,1,0
story,18096745055493045,,13952,,16725,0,0,,0,15,0
story,18096920480511355,,10630,,13582,1,0,,3,14,4
story,18096958888960193,,3708,,4741,2,0,,0,3,2
story,18096994529065843,,1049,,1256,0,0,,0,0,0
story,18097090090687467,,10037,,12361,1,0,,0,9,1
story,18097249811482693,,8586,,9890,1,0,,0,11,1
story,18097266235834905,,791,,954,0,0,,0,2,0
story,18097302226872387,,13277,,15251,0,0,,1,5,1
story,18097341824052916,,653,,823,0,0,,0,1,0
story,18097512559609543,,2121,,2669,0,0,,2,11,2
story,18097530943714537,,2193,,2586,0,0,,1,6,1
story,18097709764796676,,4593,,5551,0,0,,0,3,0
story,18097842694971640,,6171,,7318,4,0,,1,8,5
story,18097873451297172,,10035,,14628,5,0,,1,1,6
story,18097876960784839,,4267,,5269,3,0,,0,2,3
story,18097911439704357,,1051,,1322,2,0,,1,1,3
story,18098077756933319,,10626,,12595,6,0,,1,9,7
story,18098118697766978,,11007,,0,0,1,,0,23,0
story,18098215480660407,,901,,1075,0,0,,0,0,0
story,18098371606546838,,3309,,,0,0,,0,1,5
story,18098457283604435,,1995,,2144,0,0,,0,2,0
story,18098512153808039,,13391,,17299,8,0,,1,14,9
story,18098622673758365,,5062,,5883,0,0,,1,8,1
story,18098661028720457,,2405,,3023,0,0,,0,4,0
story,18098739032512724,,13658,,18704,16,0,,1,20,17
story,18098765908845708,,15766,,18609,3,0,,0,44,3
story,18098769862945199,,391,,508,0,0,,1,0,1
story,18098847121698302,,7832,,9098,2,0,,1,3,3
story,18098979433805200,,9416,,11538,3,0,,0,9,3
