content_source,id,likes,reach,saved,views,shares,follows,comments,replies,profile_visits,total_interactions
media,18077366255365155,1336,33904,5,95096,27,1,12,,138,1381
media,18077420233905203,4259,65385,20,273095,116,9,35,,145,4472
media,18077422753774164,794,6013,2,8907,10,,0,,,806
media,18077447852346354,1183,58067,13,114438,88,5,27,,137,1316
media,18077555524679272,2009,26595,19,37602,12,12,5,,253,2045
media,18077708476733675,105,8376,2,18205,4,0,16,,26,127
media,18078067741799631,6191,43764,22,101486,20,19,12,,156,6288
media,18078091589225598,2686,91072,27,147669,31,,29,,,2780
media,18078111985917069,3091,47614,10,167720,73,2,42,,306,3229
media,18078199211386255,54592,437930,403,1042839,2258,182,664,,3620,59673
media,18078521617657255,82,4460,2,8752,2,0,1,,9,87
media,18078652874368539,2125,37743,11,111043,47,1,29,,216,2217
media,18078881402204823,3265,68298,168,140910,892,28,50,,362,4409
media,18078960802903382,4888,64234,173,259688,478,15,140,,513,5699
media,18079026842596978,7758,116597,196,204274,945,,96,,,9012
media,18079138547093638,8291,117378,51,214744,200,,190,,,8828
media,18079310863837329,331,28633,10,44089,1,,56,,,398
media,18079317946656573,983,17101,11,38803,13,1,23,,23,1030
media,18079375619157592,6452,85104,62,136585,191,,102,,,6825
media,18079457288177415,2726,44951,46,182797,161,4,125,,432,3064
media,18079470670704102,867,5636,6,14910,13,1,17,,36,903
media,18079595849140349,2572,34514,47,62318,493,,38,,,3183
media,18079686853614585,636,3067,2,4725,3,,14,,,655
media,18079693262176399,1151,38636,17,156913,39,3,10,,362,1222
media,18079907744072925,149,7939,0,10911,3,,21,,,175
media,18079936795831693,157,10677,6,16734,19,3,33,,46,215
media,18080013061687229,475,22898,6,33300,5,0,9,,25,495
media,18080114605684298,1839,37754,13,54219,11,0,16,,105,1879
media,18080268668337694,1153,46813,4,73059,7,,8,,,1176
media,18080314253461515,841,28341,6,86801,22,1,9,,166,878
media,18080404805580419,2183,36212,20,98457,9,1,38,,62,2262
media,18080422556275954,114,5275,1,13921,2,0,3,,19,121
media,18080438867365850,1376,15288,17,23802,13,,23,,,1441
media,18080464505151404,650,25613,5,79129,6,2,5,,134,666
media,18080496877753924,1703,27491,22,43652,97,,22,,,1844
media,18080533628013659,3170,50675,7,184097,30,1,27,,70,3230
media,18080558656843874,609,4478,4,16701,7,5,20,,74,642
media,18080603039170400,3467,96939,31,181293,42,,19,,,3597
media,18080642615214550,479,43479,0,100944,16,1,1,,164,498
media,18080678006261253,673,17462,3,29855,16,,11,,,723
media,18080678039069874,6465,45962,51,144096,522,138,291,,829,7396
media,18080765063608186,755,5947,4,10171,9,1,28,,65,801
media,18080807105376727,3042,49007,9,141745,7,3,10,,141,3080
media,18080933720093418,211,5589,1,9367,11,0,7,,22,234
media,18081232579851752,1868,52602,8,0,61,3,18,,214,1956
media,18081254917958633,3156,88268,165,252272,314,15,35,,510,3683
media,18081293123000941,1294,10810,16,29472,16,5,7,,102,1341
media,18081400196139694,2225,50890,33,92253,32,,14,,,2314
media,18081450404189542,3202,49238,56,82515,77,,58,,,3410
media,18081507190995211,2721,54944,83,141334,168,7,25,,290,3008
media,18081637265521722,2529,49451,11,147760,61,1,24,,253,2634
media,18081638791894484,296,6847,6,20722,1,3,49,,87,354
media,18081669737032721,6462,65011,21,215221,76,2,33,,630,6601
media,18081690413518839,458,14544,3,28373,27,3,22,,105,516
media,18081720242459860,6932,124021,72,211896,155,,63,,,7260
media,18081753076781579,114,8412,1,36145,10,0,13,,15,140
media,18081836935711551,857,7420,13,11305,35,,16,,,921
media,18081951101036363,677,17743,49,55281,152,4,3,,156,885
media,18081988883017910,3362,107164,42,200058,102,,15,,,3545
media,18082010165346288,214,5829,0,9653,6,1,25,,6,248
media,18082045442514582,2130,39447,66,162026,291,4,33,,401,2527
media,18082082759032100,157,6700,2,22129,2,0,16,,21,178
media,18082112363143636,1826,53332,10,184491,104,7,13,,247,1971
media,18082244596658517,292,3032,1,6886,2,0,4,,11,299
media,18082279139468505,16222,152018,721,288292,977,,231,,,18349
media,18082285577004949,899,10858,2,31177,45,2,28,,54,983
media,18082369726982051,2664,41395,45,61866,93,,39,,,2862
media,18082555637105385,1674,34542,28,128053,92,7,38,,425,1834
media,18082689413205806,995,34577,8,71406,15,0,17,,44,1038
media,18082792883210731,75869,1228215,1589,2510873,5857,,309,,,85329
media,18082842602156974,524,25307,7,42804,21,,26,,,581
media,18082854991830677,4709,51656,30,92279,15,2,41,,283,4795
media,18082873904105413,1547,35754,3,136254,28,1,17,,186,1594
media,18082917817658098,754,35606,7,41468,54,5,7,,51,822
media,18082923646841258,1372,25393,26,37878,920,,48,,,2382
media,18083037686231574,2032,39351,10,108359,37,0,22,,353,2110
media,18083142056471266,569,6926,5,15140,1,7,8,,180,587
media,18083208011245001,351,11830,1,19199,11,3,4,,22,370
media,18083227711871639,2156,40685,10,144106,22,1,6,,101,2199
media,18083232427778693,12163,291285,77,652042,84,139,363,,1119,12687
media,18083235032203936,2486,51298,8,149686,31,3,12,,127,2549
media,18083260582978527,354,17127,21,24797,16,,4,,,397
media,18083330861581697,215338,2030622,973,3899388,752,,528,,,218781
media,18083353139510232,2871,22802,15,53863,8,40,12,,88,2924
media,18083389148145653,6311,70212,49,105772,57,,38,,,6539
media,18083465686959461,5154,0,33,0,283,24,76,,778,5592
media,18083503186866860,5872,68649,42,221013,233,5,54,,531,6235
media,18083839609982642,1663,33325,8,106825,28,1,15,,161,1718
media,18083846837198269,41789,528534,294,923849,2931,64,300,,645,46997
media,18083856407189084,2181,63494,66,109056,98,,23,,,2412
media,18083909012337636,123,6233,3,8774,3,,11,,,144
media,18083996284971333,440,4744,5,17138,5,0,28,,233,478
media,18084009760906745,227,2663,1,18344,5,1,3,,16,242
media,18084045437266981,6709,117191,91,238396,498,14,150,,407,7540
media,18084093899243385,47469,507076,743,997807,9071,,174,,,58774
media,18084264611127092,699,17460,3,32372,7,0,8,,46,720
media,18084350072003222,118,5849,0,7978,1,,8,,,128
media,18084432743097611,2974,50882,19,82695,7,,21,,,3028
media,18084490517091588,2690,49423,14,169304,83,5,60,,212,2852
media,18084504350279984,1340,36303,16,129113,22,3,17,,43,1402
media,18084512149955897,,,,,,,,,,
media,18084546113041799,1459,33777,20,55857,58,,31,,,1574
media,18084548383784724,16253,142797,70,507224,101,7,89,,394,16630
media,18084783779186943,5159,103139,103,208471,589,3,107,,451,6027
media,18084814825736694,1037,10470,9,54641,12,0,14,,63,1072
media,18084925004500293,2660,21286,9,55927,101,6,76,,343,2868
media,18085018460022490,770,22053,21,62097,50,0,12,,141,856
media,18085031008993393,222,8907,1,21834,23,0,11,,21,258
media,18085088185947809,748,0,10,59368,9,,6,,,776
media,18085102298262433,6274,702358,243,912208,3097,226,667,,755,10622
media,18085128659129659,6238,92494,97,148141,128,,102,,,6633
media,18085151569841462,3787,84119,32,220438,33,9,22,,411,3886
media,18085221715630161,1409,39534,12,63071,124,3,21,,89,1566
media,18085237013103993,574,4645,4,30367,3,1,3,,19,588
media,18085330310041985,3420,58075,19,197638,51,2,28,,174,3531
media,18085556773979770,270,2784,1,33780,1,1,3,,13,276
media,18085663322007229,367,5908,6,9773,7,,12,,,395
media,18085694807076788,187,13763,10,19893,9,,6,,,213
media,18085810703000876,783,22466,17,39142,47,,13,,,864
media,18085827547777129,1532,14420,6,39562,2,17,1,,25,1546
media,18085987669591675,218,17479,4,25653,10,,31,,,263
media,18086021774178908,1863,47460,10,82125,26,,31,,,1951
media,18086040802729144,896,52794,6,66151,25,102,49,,605,976
media,18086207831463988,1042,49167,13,96763,102,2,21,,118,1182
media,18086234842838057,4259,58210,23,190516,95,10,13,,349,4420
media,18086273078598857,401,21128,2,56566,10,1,3,,164,420
media,18086284559151419,1083,39633,11,83984,23,6,8,,57,1138
media,18086378983838069,3970,47748,24,158906,68,1,81,,267,4159
media,18086524204990999,1028,43906,5,115367,19,1,31,,80,1086
media,18086568937940773,1929,36214,7,131756,25,0,14,,163,1975
media,18086570399050883,457,22036,15,33192,7,,36,,,517
media,18086647964273014,5267,64519,29,179842,448,1,195,,503,5965
media,18086654791951302,6655,198879,98,352417,151,,39,,,6998
media,18086695108807466,1795,34934,7,129391,80,3,34,,175,1918
media,18086795381590779,1774,52283,17,206633,0,18,141,,721,1935
media,18086797022116453,3329,45831,12,135447,64,1,29,,228,3448
media,18086816704982955,2027,33020,43,48200,272,,51,,,2403
media,18086900270046881,169,2219,3,6128,3,0,0,,20,175
media,18087097315950040,113,4332,1,6187,1,,2,,,117
media,18087122269814767,82,1763,0,9358,2,0,2,,6,87
media,18087171257506472,1784,35896,122,124394,359,17,74,,377,2344
media,18087203171217299,1780,32212,16,54929,65,,69,,,1939
media,18087272021007086,12204,116267,80,357608,295,36,48,,620,12716
media,18087285934786828,1740,41572,12,155646,23,1,25,,103,1804
media,18087299785672868,874,19086,14,29436,23,,40,,,951
media,18087323833592531,404,14929,8,21891,36,4,40,,44,488
media,18087421948540072,6873,65631,20,86004,321,15,94,,195,7308
media,18087436408813497,6601,75078,85,150645,586,,112,,,7422
media,18087442156974056,1303,54051,9,98260,31,,17,,,1365
media,18087494659623239,691,5822,2,7900,1,3,20,,152,714
media,18087509288039147,1379,19412,7,46376,27,6,21,,71,1442
media,18087630745594486,3065,17679,20,27479,54,9,8,,177,3147
media,18087679546932065,685,14642,15,23273,132,,7,,,857
media,18087734465041878,4997,99258,76,177685,237,,209,,,5545
media,18087758945135330,7959,293617,129,527151,1227,,60,,,9581
media,18087867757805682,2437,30206,11,77448,6,2,23,,252,2479
media,18087876497159229,413,11409,3,19143,20,1,16,,17,459
media,18087892051823243,4246,38814,18,101932,27,25,30,,854,4336
media,18087893990269307,641309,8983345,9437,16326116,17497,,1708,,,677938
media,18088000529060108,143,5660,2,7798,3,,4,,,155
media,18088050494480012,1831,49750,12,173300,152,8,28,,77,2028
media,18088179899512970,1567,19360,10,41803,27,29,8,,61,1625
media,18088263980185056,1218,44011,12,83024,30,2,11,,166,1277
media,18088266820989583,4901,63986,42,235129,77,3,45,,830,5074
media,18088459457100518,616,4188,3,8793,8,7,4,,76,635
media,18088477750816109,7421,108218,57,353666,323,10,39,,829,7858
media,18088531268137381,3911,78058,66,140226,44,,19,,,4068
media,18088548931797066,878,26915,7,51748,27,,15,,,951
media,18088551028751636,1890,41099,14,110383,170,3,61,,473,2139
media,18088602685879297,3030,58130,16,178410,55,2,23,,161,3138
media,18088741693818207,725,62870,5,85559,20,,15,,,
media,18088927910318062,202,16460,4,33788,1,0,14,,22,221
media,18089094575100977,523,39315,9,104441,35,7,3,,180,576
media,18089181181763244,206,2929,3,25466,5,0,2,,8,220
media,18089260175087401,1477,51099,38,132381,106,6,7,,672,1633
media,18089380165771981,4385,31709,28,71540,11,68,4,,203,4441
media,18089424599095620,2309,46158,16,135353,90,2,28,,93,2457
media,18089457298772226,901,70495,19,158669,171,18,28,,298,1128
media,18089540468277343,227,2450,1,4993,0,0,24,,93,254
media,18089543432140937,1668,47815,11,100628,144,12,60,,405,1902
media,18089631385959567,2587,48974,18,172593,26,4,1,,199,2637
media,18089658137485342,1741,39433,10,65276,103,,38,,,1914
media,18089917837597116,5503,70431,116,156992,384,,130,,,6133
media,18090054893302362,1020,24049,11,34851,13,,15,,,1061
media,18090066824073185,4041,65804,25,191757,187,7,67,,504,4335
media,18090075014087377,2492,57987,9,156342,54,3,14,,370,2580
media,18090168460913873,6738,263317,115,316493,117,,44,,,7181
media,18090176330495045,2546,60884,8,136817,103,5,64,,117,2741
media,18090238591932453,798,7828,31,12498,67,,6,,,918
media,18090587995845024,647,25170,14,74626,22,1,6,,168,690
media,18090664468787103,1716,70045,59,121103,66,,31,,,1878
media,18090802811485337,411,12484,3,29618,11,3,4,,11,434
media,18090957482467899,434,6896,3,9910,4,,19,,,466
media,18091010486138473,199,6403,11,13006,14,1,19,,33,245
media,18091035155315624,6375,76023,36,192587,106,7,51,,91,6632
media,18091072333817458,438,22060,2,62417,17,3,4,,127,468
media,18091208071814364,7796,99566,141,178391,193,,244,,,8447
media,18091223893612678,1036,27942,16,37899,1,0,11,,110,1064
media,18091236859575641,399,4417,3,6555,20,,8,,,430
media,18091257364779006,3579,31253,16,66109,11,61,4,,183,3627
media,18091273879996433,3907,42571,28,67633,86,,89,,,4164
media,18091317688570889,732,17775,20,27774,37,,21,,,811
media,18091335464317170,3174,85526,16,169037,27,5,30,,165,3252
media,18091417660746508,7453,129481,27,286759,40,2,108,,482,7634
media,18091566050312455,771,61555,26,133772,32,1,12,,207,843
media,18091597255602088,,,,,,,,,,
media,18091793078121809,5374,97966,98,164082,719,,107,,,6424
media,18091833446504708,1338,29301,59,116301,235,18,38,,420,1673
media,18091878040937072,234,10164,1,25217,9,0,15,,18,262
media,18091894298331408,675,6288,10,10265,3,,0,,,700
media,18092013386315399,2873,42804,10,130686,27,0,18,,209,2939
media,18092048551812262,1338,40109,36,67231,41,,31,,,1449
media,18092202235981408,637,55560,13,79848,201,,37,,,946
media,18092276119938856,3877,62301,15,192838,29,2,17,,121,3958
media,18092428673104447,1368,52847,29,91087,90,,26,,,1528
media,18092457682768952,3476,32176,15,61730,6,32,8,,70,3519
media,18092653697102109,5077,69318,16,181494,41,3,58,,219,5228
media,18092658878023775,697,44750,6,75399,5,,8,,,719
media,18092723683844119,692,11108,10,16001,36,,32,,,801
media,18092742328874483,1188,496651,16,688268,158,46,13,,118,1412
media,18092883082681961,602,18410,2,64959,2,2,26,,27,634
media,18092929367113662,6012,58105,105,99507,80,,144,,,6402
media,18092981129043362,4086,46820,94,106638,359,12,149,,149,4759
media,18092983228746134,6563,119918,147,273674,237,21,60,,822,7043
media,18093031924810673,7697,103144,101,184482,1683,,73,,,9668
media,18093091747632080,623,24331,46,37310,19,,20,,,711
media,18093139004312554,4640,59482,85,126008,82,157,25,,691,4877
media,18093174226885221,1229,34362,53,80011,390,21,11,,125,1708
media,18093209878995352,1338,48066,21,122737,111,7,5,,507,1479
media,18093289889021322,279,2313,2,4994,0,0,38,,109,319
media,18093328225718837,149,15058,7,58756,5,0,28,,21,193
media,18093401876043534,2532,51216,27,91536,23,,17,,,2614
media,18093404233698602,101,8075,1,10409,2,,15,,,120
media,18093428590988690,8697,101631,38,290417,253,46,37,,321,9054
media,18093483278505861,6882,79771,25,234768,90,17,49,,306,7108
media,18093536116987789,234,3284,2,6730,4,0,37,,91,282
media,18093762268913233,768,21404,9,59253,50,10,25,,81,856
media,18093809207321494,1047,26728,5,71663,16,1,13,,126,1086
media,18093961609700866,670,0,2,77508,36,,11,,,722
media,18093993667716081,221,15481,6,21935,10,,7,,,246
media,18094250077798964,4356,88941,300,211170,829,197,58,,3252,5571
media,18094256017842140,4420,0,19,0,60,9,14,,542,4506
media,18094402150827472,1608,53994,18,94711,30,,28,,,1694
media,18094426495603143,11183,76458,229,129749,520,,209,,,12141
media,18094467397716104,850,27203,2,45566,15,,14,,,888
media,18094498933709870,95,11349,1,36566,3,0,13,,9,112
media,18094665976937912,4150,67536,51,119086,123,,73,,,4424
media,18094747804759744,2364,44536,50,81751,144,,37,,,2602
media,18094783961040618,163,3376,3,4636,1,,0,,,169
media,18094892573086045,42107,322327,291,652387,1251,41,284,,620,45203
media,18094896530081648,129,1510,1,2861,0,1,2,,8,132
media,18095093612089821,11983,138614,135,221817,998,,19,,,13518
media,18095184248296395,1994,49724,29,85359,138,,53,,,2267
media,18095203028501931,2267,59238,36,98857,73,,27,,,2417
media,18095229811816310,5126,79508,24,195341,330,12,227,,847,5759
media,18095295458095291,21750,529212,651,747789,995,,62,,,23725
media,18095365246884659,468,36013,5,61313,290,,12,,,784
media,18095371186900704,943,27810,24,84609,35,5,8,,275,1011
media,18095377568055035,2067,41956,8,76564,40,7,73,,278,2197
media,18095399287701309,2500,24075,12,160900,16,4,8,,79,2542
media,18095487691857586,5140,64651,44,118611,31,,47,,,5318
media,18095564690097958,5224,55238,28,152823,174,3,134,,312,5582
media,18095633446816415,1491,31986,6,87775,27,0,7,,201,1534
media,18095636729055632,371,18882,1,49801,9,2,11,,130,394
media,18095888989687627,1337,28377,11,100338,25,2,25,,172,1402
media,18095943817741166,1691,31736,6,91840,26,1,16,,188,1747
media,18096045619937386,1608,51090,8,132851,30,3,30,,239,1693
media,18096128083804564,141,1905,2,21741,3,0,1,,6,150
media,18096172288811932,2247,42661,10,186194,12,2,5,,113,2269
media,18096314353801098,1460,35955,17,59199,17,,43,,,1578
media,18096314377842145,4712,69755,67,243906,228,33,93,,943,5143
media,18096373489988235,766,19109,7,32218,13,,24,,,820
media,18096447313904539,1119,35388,9,104719,30,0,8,,186,1171
media,18096683242854381,1179,32907,17,52446,48,,15,,,1276
media,18096716605568353,365,3795,4,9286,3,2,5,,46,377
media,18096781304503943,3285,68224,20,207879,121,11,33,,212,3489
media,18096820591827056,1653,12146,6,42863,7,11,90,,924,1763
media,18096911356828986,2207,49287,18,82931,24,,33,,,2299
media,18097068596101661,112,3708,2,5270,5,,14,,,135
media,18097080832836026,3577,64548,17,182198,208,3,90,,111,3925
media,18097112767712388,215,3630,1,7699,1,0,9,,37,228
media,18097129588978154,5069,57737,20,147051,138,3,90,,376,5347
media,18097234702899325,4133,51792,14,125924,157,3,34,,312,4357
media,18097267723942792,3312,45991,67,72450,346,,75,,,3817
media,18097549222932242,1922,39905,11,117187,54,2,17,,229,2010
media,18097828111924797,750,24537,13,39865,3,,10,,,780
media,18097848127946873,2442,62003,4,125223,13,2,10,,54,2480
media,18098108360307264,1146,26399,5,83028,26,0,8,,114,1185
media,18098146075757963,2067,71411,31,124463,40,,14,,,2168
media,18098431204796298,182,4469,0,8955,1,0,4,,15,189
media,18098469982775500,3169,69241,34,117743,99,,34,,,3359
media,18098475721692274,5035,60394,24,196272,146,3,56,,384,5273
media,18098877475978707,1417,15239,20,19519,16,,5,,,1470
media,18098897854519202,293,9690,8,14940,12,,8,,,321
media,18098951872777246,1567,29615,11,81365,29,0,5,,193,1618
media,18098979331948270,3104,50698,46,65905,1225,,22,,,4543
media,18098990644471338,886,14136,5,19922,2,1,13,,47,906
media,18099136747876138,3481,0,11,144194,126,3,73,,188,3708
media,18099173686576310,3814,53755,25,80855,82,41,51,,1146,3972
media,18099566561489188,884,38909,5,59520,15,,18,,,928
media,18099605707532274,742,4655,5,10415,10,1,8,,131,765
media,18099607069837878,3796,57357,20,197361,48,14,9,,298,3879
media,18099721450928560,2330,39004,47,73557,106,,33,,,2522
media,18099779734650702,174,10360,5,13892,13,,25,,,223
media,18099780643859020,1091,33663,8,54264,25,,31,,,1159
media,18099846260308534,505,30097,3,71589,14,2,1,,146,523
media,18099857797937727,649,13982,6,30144,30,2,35,,56,736
media,18099961114691788,2922,56978,12,189639,59,0,29,,274,3022
media,18099987139917336,818,39344,11,58367,42,,22,,,906
media,18100096954665267,140,11686,7,17557,7,,11,,,165
media,18100146685694261,931,31908,16,111103,20,1,1,,202,968
media,18100232431864066,1097,15499,8,22128,30,,21,,,1166
media,18100320715745194,1380,42995,20,76229,26,,29,,,1466
media,18100350844715397,2861,44031,15,117669,33,2,2,,282,2920
media,18100386850584333,1619,47149,33,81020,109,,17,,,1783
media,18100503295510747,1176,29789,21,40834,3,0,15,,182,1215
media,18100510084848536,2921,77172,9,187398,76,3,64,,184,3078
media,18100588420889090,444,24586,0,71901,9,5,1,,125,456
media,18100938310659177,235,5389,3,17426,10,1,13,,11,262
media,18101173087575818,1932,0,8,186554,16,2,13,,91,1968
media,18101250211920964,1795,12632,6,22189,1,10,2,,44,1809
media,18101451325843670,1475,56155,57,104876,555,,27,,,2124
media,18101531962906601,5445,68189,29,198857,51,1,41,,149,5588
media,18101543848472481,174,5471,1,7323,42,,26,,,243
media,18101618668733554,3036,60098,29,126834,55,,53,,,3181
media,18101652277751897,2131,59710,16,102649,49,,24,,,2236
media,18101717533712698,2561,80022,19,148824,30,,6,,,2621
media,18101732860803981,567,17088,4,30656,33,3,24,,36,633
media,18101861879488501,2756,41349,11,115076,55,1,21,,245,2865
media,18101881060935250,1415,45309,6,115616,63,3,31,,274,1523
media,18101906068708124,3227,75849,128,292306,1228,58,58,,696,4659
media,18101906695529116,1162,22283,5,33683,5,1,8,,59,1180
media,18102232372924730,17236,193851,163,315508,227,,136,,,17926
media,18102439927721334,359,6778,2,10200,13,,9,,,386
media,18102443806725948,1104,0,28,159469,57,1,23,,309,1216
media,18102486937550760,193,9657,3,13248,3,,108,,,307
media,18102611128584854,11760,162828,273,251620,1854,,62,,,13978
media,18102868204468044,805,9377,5,13376,6,,17,,,833
media,18102982078561687,1323,24703,4,66871,18,5,12,,139,1362
media,18103140157546589,1029,33599,19,49780,21,,25,,,1094
media,18103432576706977,147,2014,2,6070,1,0,6,,15,156
media,18103531858610162,2403,23966,8,45341,3,11,6,,89,2427
media,18103676245640053,625,47343,5,74920,11,,22,,,663
media,18103858123639986,860,28073,6,84188,14,1,13,,90,897
media,18103863424725241,1092,27585,22,104619,114,2,15,,194,1245
media,18103976254659712,3693,74933,19,172186,119,11,120,,245,3981
media,18104098330693371,3324,68941,46,145335,134,1,28,,670,3558
media,18104445994845398,3538,50106,15,82971,193,21,74,,360,4086
media,18104486962776038,1754,46318,6,118902,77,1,37,,206,1877
media,18104503246787576,1460,14929,11,23628,44,,64,,,1601
media,18105395413598115,848,41184,7,132754,12,8,6,,249,878
media,18105482131779890,385,3532,3,7579,1,0,11,,115,400
media,18105486625717027,404,4127,9,6403,14,,1,,,437
media,18105772639885566,4412,97633,114,146687,519,,42,,,5242
media,18106019872834593,1745,47681,38,85598,94,,8,,,1903
media,18106072351725381,1597,38319,12,131817,31,0,11,,255,1657
media,18106115836628440,1553,54257,23,91716,37,,33,,,1659
media,18106172179837130,7465,61902,30,166084,87,8,115,,193,7761
media,18106367557876685,1139,52458,27,104690,128,8,35,,214,1345
media,18106542427811974,1229,17168,17,25706,71,,28,,,1362
media,18107048038649059,1919,44182,7,158499,32,0,16,,238,1976
media,18107155156805669,10468,117733,144,203948,82,,54,,,10922
media,18107159302878578,206,4053,2,5769,3,,0,,,213
media,18107201485832357,4675,65435,107,114880,60,,63,,,4972
media,18107244997734416,1229,19137,16,30252,21,,25,,,1323
media,18107361769658763,14507,113767,94,367023,115,82,15,,780,14905
media,18107559172819411,1784,37546,21,77054,150,9,67,,744,2028
media,18107662975735654,1403,42412,8,70046,26,,20,,,1462
media,18107717446738425,106,4235,0,5895,3,0,1,,5,110
media,18107993269669240,420,20126,2,57066,2,0,4,,115,429
media,18108089575862165,266,1604,2,3116,2,0,5,,21,275
media,18108115756739541,857,11267,11,23601,5,14,1,,111,876
media,18108172288529727,30225,137156,116,374425,189,405,45,,405,31028
media,18108301495596830,421,5257,3,18920,8,4,7,,102,444
media,18108419806650056,203,3538,1,7690,0,0,3,,34,207
media,18108443518515442,1643,32588,10,45285,5,5,123,,586,1781
media,18108724792660557,100,4365,3,5723,2,,11,,,117
media,18108913891699266,965,22603,4,59501,13,1,15,,81,1002
media,18108957256688796,1038,40089,11,67423,20,,13,,,1096
media,18109150990483599,2107,17028,32,36085,4,,26,,,2169
media,18109352308586838,2505,0,12,208296,169,1,154,,189,2893
media,18109367455740306,3270,96757,72,139281,610,,52,,,4244
media,18109384384542956,4898,62573,29,180855,131,1,35,,424,5126
media,18109559353543223,83,5210,0,7077,0,,2,,,87
media,18109617778625275,4307,74563,21,225831,90,8,26,,300,4458
media,18109730605575497,901,0,5,67659,39,,5,,,962
media,18109939705545209,314,10112,11,34094,41,2,27,,44,395
media,18110041525757672,4160,56121,16,157892,31,1,40,,154,4265
media,18110089891762736,177,6546,3,9522,6,,13,,,202
media,18110130706828902,3991,51184,49,91611,31,,73,,,4170
media,18110198413687882,3171,40867,10,111599,62,2,63,,163,3328
media,18110845840466320,1283,12869,8,17430,75,2,17,,72,1383
media,18110944273566943,334,14833,6,25714,23,5,30,,39,403
media,18110947732493424,1861,21259,10,41561,5,17,5,,98,1882
media,18111121753697957,601,14403,18,30816,364,19,27,,196,1023
media,18111335833759892,742,20262,13,32037,76,,14,,,849
media,18111469177719563,951,116999,12,176754,6,80,8,,284,987
media,18111474613673479,592,35835,6,74382,50,4,13,,223,666
media,18111666025737091,2199,18738,8,31625,8,19,4,,128,2227
media,18112347199474298,482,3948,2,5523,5,0,14,,98,503
media,18112719865733975,1154,28637,64,83953,211,10,17,,113,1455
media,18112887658660539,311,11306,3,16859,14,2,11,,29,347
media,18112921786637276,85356,835535,2403,1199864,10244,,1158,,,100152
media,18113038738571009,1502,76075,9,189950,47,9,14,,254,1578
media,18113349703688600,2070,32763,77,96295,150,6,58,,261,2367
media,18113425777521350,2802,85365,27,142896,122,,83,,,3072
media,18113658775662423,8475,106887,310,158152,2821,,386,,,12065
media,18113732533512573,183,10145,1,13944,2,,8,,,196
media,18113888098646897,11048,103249,47,217404,88,13,96,,213,11414
media,18113910751590305,2118,27375,19,65817,12,23,6,,176,2164
media,18113941267669084,1592,42579,14,67384,81,,26,,,1730
media,18114122548505358,1242,51728,10,86523,13,,13,,,1280
media,18114137227673062,828,18093,11,26588,83,,10,,,947
media,18114517543736978,74,2155,1,3066,2,,10,,,89
media,18114551614722174,114,3696,2,5099,1,0,4,,7,121
media,18114577195714221,1663,31466,9,93857,15,0,9,,175,1698
media,18114595780460280,587,12037,13,17369,8,,7,,,615
media,18115094164499136,1043,35448,11,63247,28,,26,,,1126
media,18115178818561252,1981,35833,10,116778,22,1,9,,82,2027
media,18115257658502050,4020,133362,48,283239,81,75,41,,187,4328
media,18115995865637450,28759,303187,534,686791,1626,,398,,,31513
media,18116334946720665,4099,78389,81,131989,96,,49,,,4356
media,18116418691640161,6101,70536,53,115425,59,,21,,,6298
media,18116426662560578,1647,17156,20,24077,47,,33,,,1785
media,18116464111563946,1655,18942,13,55583,7,17,7,,64,1703
media,18116624938565880,2742,51908,18,172679,53,1,21,,192,2838
media,18116652760597511,6569,122627,342,289750,537,175,227,,1450,7711
media,18116997784611603,2468,50217,10,145968,30,2,11,,92,2529
media,18117476353550058,2718,66612,40,138766,192,3,113,,241,3089
media,18117812947504740,79320,944254,2330,1261713,19357,,1783,,,103492
media,18118433842622189,145,1775,1,3338,5,1,7,,12,159
media,18118489147538075,2348,41021,21,70794,30,,37,,,2461
media,18118516486446199,106,3907,3,8052,4,1,2,,10,115
media,18118577293623861,2008,27315,6,82058,23,0,17,,169,2062
media,18118580530542088,2770,49341,16,155498,50,0,32,,346,2874
media,18118978693617356,1201,24800,16,37974,33,,29,,,1281
media,18119017411497302,2222,76415,9,190827,12,0,15,,96,2264
media,18119143306721208,133884,1215300,2787,1732110,5292,,572,,,143654
media,18119693428630869,2717,57561,47,111985,131,3,14,,267,2937
media,18119713948622921,787,27337,7,58673,35,0,24,,290,858
media,18120764449481294,2116,35966,17,51729,105,,26,,,2264
media,18120768925624677,444,14242,6,29556,30,0,10,,107,492
media,18120799201554063,1538,35744,12,120436,66,1,17,,192,1643
media,18121134061588240,7605,727223,284,1001222,4419,260,534,,1261,13222
media,18121377502613013,684,28556,4,56018,18,4,14,,97,730
media,18121931782546369,15650,142709,103,399998,141,113,35,,455,16103
media,18122044624525707,114,6168,3,8771,3,,8,,,128
media,18122511202503371,813,47118,20,115218,23,1,5,,196,863
media,18122554186504439,1268,66186,32,96519,9,,9,,,1337
media,18122580049386678,,,,,,,,,,
media,18122673112522196,7897,94159,131,160466,169,,92,,,8501
media,18122751301592836,160,3407,0,6453,0,0,4,,9,164
media,18122865733598992,1358,29005,8,88631,89,7,47,,294,1508
media,18123477181540806,8850,92875,47,288112,115,94,28,,700,9088
media,18123583780605858,24336,271065,103,545967,854,23,1071,,835,26806
media,18123669340609218,7075,65244,152,112215,123,,107,,,7522
